UMAP_1,UMAP_2,NetworkNum
28.304571,1.4839201,13
15.890152,23.406605,13
-12.149532,-3.2011414,13
16.173204,23.288939,13
28.300615,1.1682489,13
-0.8264065,-13.995467,13
-4.584803,5.5830293,13
-3.8771732,5.9011083,13
-3.2260695,6.1587286,13
30.808714,19.587723,13
-3.8824563,5.7853003,13
-0.60486704,-14.008248,13
28.485846,1.6079696,13
15.943254,23.46588,13
28.076315,1.4819185,13
30.919582,19.46744,13
28.118898,1.3952167,13
15.803956,23.33392,13
27.669474,1.6590649,13
28.017822,1.48054,13
-4.2562256,5.6857705,13
15.9122715,23.483618,13
30.840086,19.559477,13
-2.245277,2.650067,13
15.886803,23.045235,13
-0.776575,-14.030231,13
28.258085,1.1138316,13
16.090714,23.449928,13
-12.059975,-3.1113791,13
3.658166,5.2781253,13
3.7807045,5.082747,13
30.786137,19.558811,13
-0.75556344,-13.921542,13
27.83393,1.6958709,13
4.040937,5.380966,13
16.076538,23.52628,13
-2.519289,6.071364,13
15.821727,23.5581,13
-1.2451984,6.5916185,9
7.787975,-7.6906056,9
-2.1269364,2.6922808,9
-2.0729327,2.5943828,9
15.728126,23.301716,9
27.654924,1.7932158,9
28.424835,1.6760434,9
-0.81778604,-13.791965,9
-1.2762198,5.954562,9
-2.013401,6.0597405,9
28.00443,1.4652042,9
-2.562407,6.0025606,9
-4.309114,5.8602014,9
-4.37178,5.564283,9
6.044095,0.27442828,9
15.719626,23.485256,9
30.831007,19.680351,9
-2.1787877,2.4472384,9
15.724256,23.439528,9
7.947656,-7.6969185,9
3.3837938,5.02608,9
-3.3896701,4.811671,9
-4.2116165,5.862987,9
-4.168264,5.8727927,9
-2.7060952,6.218654,9
-4.040933,5.6976876,9
-0.6011968,-13.848561,9
16.02679,23.110235,9
16.084175,23.398859,9
-0.6014948,-14.126277,9
30.775148,19.589584,9
-0.75957286,-14.013288,9
16.115644,23.157528,9
-0.7389095,28.629725,9
27.81724,1.3225694,9
-0.9079238,-13.95031,9
-12.102428,-3.153826,9
6.0653934,0.36811116,9
-1.2774187,6.595263,9
-1.2385608,6.758622,9
-0.91959876,28.691055,9
3.2786083,-6.278582,9
3.249884,-6.2667294,9
6.088712,0.29896638,9
-0.70543844,28.712494,9
28.247967,1.5190833,9
28.11152,1.3904058,9
-0.8417292,-13.653623,9
7.9072657,-7.5907693,3
3.1384134,-6.245425,3
6.037605,0.36464152,3
27.879484,1.49114,3
-2.196806,6.379435,3
-1.7705218,6.000278,3
-4.008232,5.822827,3
-4.044526,5.6735196,3
7.734244,-7.865837,3
-1.356577,6.702876,3
27.65899,1.2738063,3
3.6735609,5.392605,3
-0.7885374,28.705072,3
-0.93131673,-13.882668,3
-4.148712,5.8315883,3
30.787985,19.64471,3
-2.1925912,2.4354033,3
30.877125,19.635948,3
16.147875,23.189249,3
28.163673,1.2375485,3
27.557129,1.6712005,3
-4.0350776,5.8603578,3
-4.1232595,5.9331245,3
-4.316984,6.033443,3
-12.09027,-3.141689,3
-0.86763513,-13.782865,3
-2.1931915,2.5635936,3
27.654984,1.471565,3
-0.671734,28.611656,3
28.123928,1.282698,3
16.00455,23.516026,3
27.80118,1.4483951,3
27.9597,1.2540332,3
-2.2866642,2.4796896,3
27.92773,1.8468766,3
7.6546497,-7.555825,3
30.707792,19.476168,3
30.809689,19.666985,3
-2.6192958,6.2060933,3
-0.7386064,28.71729,3
-4.3715234,6.04384,3
-1.452747,5.981908,3
-1.4636322,5.9887652,3
-0.7534729,-13.816442,3
3.6090531,5.145657,3
-0.79859495,-14.228576,3
-3.885475,6.942523,3
-0.9574725,-13.977188,3
-1.7851281,3.2223666,3
27.82973,1.4670293,3
7.8582883,-7.5417967,10
27.683102,1.6358654,10
28.012657,1.4670595,10
3.3551035,-6.1976237,10
3.3345308,-6.2144337,10
3.3532622,-6.438875,10
3.4003003,-6.2698765,10
28.135689,1.4374863,10
27.877928,1.6561959,10
28.035778,1.6185838,10
27.936646,1.783355,10
27.521976,1.6581208,10
-3.8931792,5.8867755,10
27.757381,1.6384081,10
-2.0544314,2.9072225,10
-3.404461,5.7652507,10
3.755745,-6.4157515,10
-12.050269,-3.1016555,10
30.941185,19.557573,10
27.746193,1.5311781,10
-12.174474,-3.2258732,10
-0.74528426,-13.77109,10
27.665264,1.7371815,10
-0.71741855,28.738985,10
-2.2644668,2.7476685,10
3.9519937,5.2278214,10
-3.5315013,5.092427,10
3.817227,5.408026,10
-2.0472932,2.398711,10
-4.2605014,5.688372,10
-2.12958,2.4525003,10
28.134714,2.0388584,10
27.62736,1.5840316,10
-2.3418403,2.504652,10
-4.039909,5.6530533,10
7.991824,-7.4581594,10
3.6085114,-6.2297287,10
3.8457606,5.324723,10
-4.1308947,6.0300903,10
-12.034207,-3.085562,10
27.577805,1.5443044,10
30.879257,19.669765,10
-4.0674944,6.071256,10
-2.2768562,2.6640477,10
-4.1995897,5.965854,10
-4.296378,6.0474553,10
27.565472,1.908048,10
-2.0166287,2.853066,10
-4.2056375,5.7531743,10
27.768328,1.7254716,10
30.861008,19.58464,10
27.705023,1.6740085,10
27.759293,1.7881114,10
-3.865244,6.9602885,10
28.121296,1.7424563,10
-3.750191,5.4372234,10
-2.6308224,6.2356296,10
-3.6540287,5.443579,10
-3.7775326,5.570294,10
30.799864,19.583399,8
-4.6658287,5.588043,8
3.1311996,-6.200297,8
3.2165856,-6.326951,8
3.2928903,-6.4015613,8
27.77495,1.9040291,8
27.901901,2.0509887,8
-3.8512812,5.5349007,8
27.804897,1.875819,8
-2.61687,6.2641845,8
30.67992,19.703356,8
-0.7387663,28.536528,8
-2.1400359,2.5628939,8
-2.1804152,2.314031,8
28.446495,1.6842248,8
30.84959,19.686026,8
-0.9317278,-13.956053,8
30.87846,19.618301,8
3.9053216,5.28463,8
-2.0010526,2.3816586,8
6.1059604,0.2848929,8
-1.938178,2.4916968,8
-4.157683,5.7105184,8
30.932848,19.55742,8
-12.132863,-3.1842558,8
30.952806,19.63143,8
-0.663639,28.620073,8
-2.0889702,6.49815,8
-3.6235638,5.5556507,8
-4.2726965,5.7077136,8
-4.1774163,5.8971877,8
-2.7217839,6.3688006,8
27.917738,1.3821944,8
3.556489,-6.409298,8
28.213861,2.1730773,8
-0.6794658,28.629747,8
30.674044,19.525291,8
-12.162686,-3.214089,8
-1.4018626,5.819055,8
-1.2553715,5.7893405,8
-12.018578,-3.06997,8
3.1159286,-6.3448706,8
27.890854,1.6215339,8
-3.9819238,5.972896,8
-3.7991874,6.082781,8
6.092931,0.30751878,8
6.159349,0.32865083,8
30.689552,19.459452,8
-0.8865571,28.531595,8
-3.5173934,4.990291,8
-4.7524962,5.6321535,5
28.154634,1.2019445,5
3.3100507,-6.3682127,5
7.834612,-7.652742,5
-0.81258893,-13.759299,5
-0.8656357,28.684158,5
3.4910583,5.1121583,5
-1.7987244,3.1510396,5
-2.0094676,2.6169188,5
30.660677,19.520506,5
16.2915,23.34097,5
-2.9100473,6.41546,5
-2.8229623,6.3392735,5
-2.3167922,2.4987493,5
-3.9714472,5.6155233,5
-3.8866847,6.936538,5
-1.4320606,5.9102025,5
27.770935,1.9874438,5
-0.62012345,-14.1865635,5
-0.60923576,28.551796,5
16.048029,23.414303,5
-0.7365375,-13.928205,5
-2.2228284,2.6646745,5
-1.8479537,3.0856943,5
27.677982,1.7665509,5
3.5667803,5.103662,5
7.9119143,-7.5589733,5
6.155971,0.22802208,5
-4.508599,5.622285,5
7.6649404,-7.765014,5
-0.6195326,-14.029756,5
-3.1517465,5.111486,5
-3.4126027,5.180749,5
-1.355835,6.606737,5
16.319809,23.273972,5
-0.859447,-14.094679,5
-0.78960913,28.5738,5
16.146538,23.035574,5
3.1033924,-6.4385724,5
-2.0380437,2.5325255,5
3.1227608,-6.3658886,5
-0.5518808,-14.155154,5
30.74313,19.408958,5
-0.83477557,-13.760915,5
15.716694,23.276703,5
-0.9463396,-14.0205,5
15.791885,23.245667,5
-1.0102576,-13.797263,5
-2.7422225,6.3468475,5
3.6836033,-6.5022063,5
3.9224212,5.1016626,5
-0.5254911,-13.803791,5
-0.4273775,-13.968152,5
3.3903587,-6.0502834,5
7.742357,-7.6788726,5
-0.76561123,-14.016653,5
6.0402827,0.3503099,5
-1.1883572,6.6729875,5
-2.8155787,6.321211,5
-1.0912862,-14.049968,5
15.877139,23.106497,5
-0.65309894,-14.122744,5
-1.2742468,6.6942096,5
3.8655791,5.2839947,5
-1.1714177,6.584115,5
28.296207,2.173524,5
4.02126,5.4510646,5
-0.6742848,-14.298013,5
-0.6146389,28.681566,5
-3.86652,6.970552,5
-3.8970132,6.9323473,5
-3.888513,6.943378,5
15.942443,23.391369,5
-0.8208534,-14.193344,5
30.760353,19.51006,5
-0.65736455,28.561243,5
15.670223,23.1934,5
-4.4075956,5.860858,2
3.3772008,-6.263366,2
6.0827727,0.3483771,2
3.4836745,-6.129582,2
-4.527796,5.674313,2
-1.3824112,6.4332533,2
-2.410556,3.1678162,2
-12.102597,-3.1539218,2
28.098026,2.301457,2
28.411337,1.7667075,2
-2.7074702,6.4371347,2
27.72248,1.2392695,2
27.749756,1.3205318,2
27.97968,2.234474,2
3.751488,5.1988974,2
-2.4549785,2.632796,2
-1.4185919,6.607717,2
-0.8026482,28.740406,2
-0.6430601,28.52728,2
-0.81764096,28.74185,2
28.61674,1.770599,2
30.757605,19.776546,2
3.2824056,-6.4654064,2
3.1180127,-6.4899087,2
5.970277,0.42200986,2
-2.5833664,6.237734,2
-4.060255,5.688169,2
-3.9685237,6.0911098,2
28.01063,2.1392636,2
-2.4783792,6.038109,2
16.175842,23.461803,2
28.023317,2.1342947,2
-12.235521,-3.286885,2
-2.02883,2.438984,2
27.694466,2.1628249,2
28.452465,2.0374234,2
3.383897,-6.2692103,2
3.2376657,-6.3157845,2
-0.86645544,-14.259837,2
27.702702,2.1753461,2
28.465687,1.3087037,2
27.592167,1.1950362,2
-12.10761,-3.1589901,2
-0.6662548,-13.967442,6
28.505463,1.851179,6
-4.0684123,6.053692,6
-1.9547613,6.007332,6
28.391256,1.6320997,6
3.4299452,-6.212499,6
27.78896,2.2119274,6
7.890346,-7.697859,6
-4.0420723,5.9377,6
3.9260135,5.2291255,6
7.871228,-7.507634,6
-2.3710415,2.6692557,6
-1.269811,6.566342,6
-1.1466883,6.638177,6
-1.0135535,-13.671728,6
-2.2149034,2.500277,6
7.866624,-7.621339,6
4.0628977,5.474142,6
7.604369,-7.787546,6
7.808795,-7.8506184,6
-0.47511694,-13.765801,6
-3.7777278,6.998022,6
31.05212,19.62643,6
28.321619,1.4190696,6
27.68464,2.2143533,6
15.723222,23.057852,6
28.606493,1.4165115,6
28.499104,1.3732978,6
-1.8691573,2.7519598,6
15.979358,23.135822,6
-1.0954105,-14.056276,6
-2.2573953,6.434628,6
-2.1458564,2.5399666,6
-2.2124596,2.524736,6
-2.3216457,2.7666152,6
15.795476,23.482553,6
6.0291014,0.33372357,6
28.726404,1.7684046,6
-0.878986,28.514717,6
-1.0919619,-14.049581,6
16.208765,23.064894,6
-3.850406,6.996681,6
-1.2320046,6.666908,6
3.3096797,-6.157892,6
15.904968,23.417536,6
-1.3032799,6.6829567,6
16.202303,23.402725,6
7.8875046,-7.872134,6
28.379679,2.0760093,6
-4.629877,5.642194,6
28.28113,2.426766,6
5.9436383,0.1940604,6
16.025995,23.043777,6
6.0374556,0.3351227,6
3.279862,-6.574031,7
3.5198214,-6.229117,7
3.0787458,-6.155141,7
3.158105,-6.549181,7
6.1224227,0.2988875,7
3.3368077,5.0342536,7
-4.202804,5.6228757,7
30.933977,19.576296,7
-4.1793556,5.9639244,7
3.6643512,-6.611368,7
-0.7433056,28.58719,7
-1.0474197,-13.758261,7
16.217766,23.079971,7
-1.3674816,5.951457,7
-0.59192747,28.764704,7
-2.4906702,6.084147,7
-2.6091127,6.0515456,7
-0.8406547,28.7651,7
7.7343807,-7.4859037,7
16.18118,23.49336,7
15.885283,23.037146,7
16.226778,23.085714,7
-1.0197759,-13.85315,7
15.996757,23.613272,7
28.60911,1.8551195,7
-0.73297125,28.79198,7
30.856726,19.444166,7
-0.67521334,-13.858041,7
-12.029557,-3.0809045,7
-0.63601476,28.613686,7
-0.98307633,-13.782391,7
-0.47863367,-14.107457,7
28.566309,1.5123248,7
-0.6803019,-13.727841,7
-0.94807655,-14.373045,7
-1.7128444,6.4889827,7
-1.58661,5.8276296,7
15.759961,23.122995,7
-0.743577,28.537157,7
3.1330569,-6.0995917,4
3.0536122,-6.30152,4
-12.061323,-3.1126647,4
28.376526,2.047576,4
-1.993753,2.481199,4
-2.1233203,2.385452,4
3.5522397,-6.1280155,4
3.0120606,-6.031374,4
3.953445,5.3711658,4
-2.1678245,2.4725947,4
6.1782207,0.41962904,4
28.528633,1.7158116,4
-3.8846252,6.983873,4
28.112658,2.367353,4
-0.85750717,28.71519,4
28.651344,2.010797,4
15.782509,23.49876,4
15.778761,23.486538,4
7.695629,-7.4624968,4
28.480906,1.4584599,4
28.557364,1.99323,4
-0.69077057,28.661287,4
28.265617,1.2999587,4
16.018017,23.041037,4
3.0824907,-6.497242,4
30.831793,19.820559,4
28.401764,1.3802319,4
27.876055,1.4791553,4
27.68123,2.1850438,4
3.0751657,-5.968913,4
-2.832748,6.355947,4
-1.1401582,6.5646048,4
16.15338,23.283838,4
-0.6287272,28.73994,4
30.753927,19.497414,4
-1.346738,5.8965025,4
28.45177,2.1897488,4
-12.173148,-3.224514,4
15.983925,23.000591,4
